1584748800000,6204.57000000,6223.20000000,6069.00000000,6103.76000000,2940.21441600,1584749699999,17996782.11399526,18336,1424.54539300,8717732.40700508,0
1584749700000,6105.10000000,6125.00000000,6062.03000000,6104.12000000,1366.38374100,1584750599999,8329736.64975731,10963,732.75721800,4467537.64061330,0
1584750600000,6104.00000000,6180.00000000,6096.86000000,6178.08000000,1123.51067400,1584751499999,6893306.68452763,9509,620.84157600,3809579.94632489,0
1584751500000,6176.74000000,6194.99000000,6128.71000000,6140.88000000,988.64965400,1584752399999,6096758.47039057,8130,519.51514000,3204542.83877391,0
1584752400000,6140.88000000,6228.98000000,6129.36000000,6227.21000000,938.06164400,1584753299999,5794700.40033761,8382,535.27968700,3307334.48066393,0
1584753300000,6228.07000000,6294.77000000,6188.07000000,6285.56000000,1502.90904100,1584754199999,9373216.42802436,11666,840.93131800,5243568.34421693,0
1584754200000,6285.56000000,6290.00000000,6205.90000000,6249.13000000,1110.91911700,1584755099999,6945688.82918299,9297,511.54939800,3199181.52033538,0
1584755100000,6250.18000000,6285.00000000,6238.08000000,6285.00000000,895.59418300,1584755999999,5608027.99906215,7943,489.16410800,3063519.52294945,0
1584756000000,6285.00000000,6380.00000000,6278.08000000,6351.72000000,2503.60916200,1584756899999,15859927.56241183,16735,1286.91472200,8154350.80536542,0
1584756900000,6351.72000000,6374.35000000,6230.33000000,6251.00000000,1779.29330100,1584757799999,11233385.84501447,14276,773.68562700,4884492.75777230,0
1584757800000,6251.00000000,6293.00000000,6230.37000000,6263.21000000,1379.34263500,1584758699999,8648064.84186601,12270,604.35289800,3787909.99313044,0
1584758700000,6263.22000000,6336.83000000,6245.27000000,6278.37000000,1093.88666400,1584759599999,6888463.86229430,9374,533.71099500,3361431.29250974,0
1584759600000,6278.71000000,6284.57000000,6212.82000000,6232.09000000,1570.58953500,1584760499999,9808201.47844921,10257,801.06776600,5001769.04444210,0
1584760500000,6233.95000000,6236.36000000,6156.01000000,6213.35000000,1523.45780700,1584761399999,9436960.75368145,10371,738.42446000,4574577.85804839,0
1584761400000,6211.70000000,6245.43000000,6178.70000000,6234.26000000,1205.32196700,1584762299999,7487640.70465054,7707,597.39474100,3710865.33147900,0
1584762300000,6231.74000000,6287.22000000,6208.50000000,6267.45000000,896.21595400,1584763199999,5592378.91058294,7224,450.29125600,2812040.57963516,0
1584763200000,6269.34000000,6330.18000000,6222.50000000,6239.90000000,1472.45979700,1584764099999,9234454.03578611,11477,609.58003400,3825451.17635036,0
1584764100000,6242.65000000,6259.52000000,6210.50000000,6242.24000000,637.63004400,1584764999999,3973754.37713554,6639,272.07935500,1695567.14484019,0
1584765000000,6242.98000000,6263.00000000,6191.31000000,6214.26000000,556.82184500,1584765899999,3463438.78243699,6191,225.16990000,1401078.30155587,0
1584765900000,6211.98000000,6220.39000000,6140.00000000,6174.87000000,1148.03564500,1584766799999,7092534.69038783,9130,539.28369500,3332112.00961719,0
1584766800000,6173.77000000,6216.65000000,6160.00000000,6161.02000000,1078.50543400,1584767699999,6675780.79429223,9322,508.21425500,3146629.93475816,0
1584767700000,6161.02000000,6193.99000000,6146.00000000,6160.97000000,784.45911400,1584768599999,4840686.36781096,5835,415.15560400,2561884.26288278,0
1584768600000,6160.85000000,6160.85000000,6082.59000000,6134.47000000,1439.51681300,1584769499999,8804773.25086685,12173,674.19721200,4123488.13345951,0
1584769500000,6134.46000000,6160.93000000,6090.00000000,6112.18000000,864.21593700,1584770399999,5287843.04546938,7537,409.96758400,2508095.18445376,0
1584770400000,6112.34000000,6137.39000000,6026.00000000,6129.89000000,1562.15156400,1584771299999,9498605.93978437,11873,755.87770400,4596965.39361519,0
1584771300000,6128.65000000,6154.66000000,6080.00000000,6143.58000000,1087.22197600,1584772199999,6667851.60119813,8167,514.32162300,3156164.45080653,0
1584772200000,6143.49000000,6154.00000000,6115.74000000,6153.44000000,545.10078300,1584773099999,3344177.23260119,5276,256.64746800,1574658.61570974,0
1584773100000,6154.09000000,6236.45000000,6140.00000000,6227.72000000,1185.04325700,1584773999999,7347478.74908057,10478,593.93841600,3682335.46095601,0
1584774000000,6226.83000000,6229.11000000,6109.29000000,6136.96000000,1297.32009200,1584774899999,7993654.85274674,10385,595.33274900,3667727.90000116,0
1584774900000,6136.17000000,6159.80000000,6084.73000000,6137.85000000,983.74830000,1584775799999,6019523.55659726,8497,456.24813600,2791855.89171553,0
1584775800000,6137.85000000,6177.51000000,6106.27000000,6140.50000000,880.57733300,1584776699999,5413937.66648006,8410,477.50963200,2936095.60127476,0
1584776700000,6141.80000000,6176.24000000,6127.82000000,6151.16000000,597.37816700,1584777599999,3675164.20233109,6066,325.28952500,2001081.20799355,0
1584777600000,6151.17000000,6151.67000000,6070.00000000,6112.36000000,1300.63738600,1584778499999,7941203.48700664,11054,586.34562400,3580739.94669121,0
1584778500000,6112.35000000,6127.64000000,6031.06000000,6125.10000000,1275.15479600,1584779399999,7744196.25010136,10965,575.64600500,3497137.56971815,0
1584779400000,6125.10000000,6166.66000000,6074.00000000,6132.02000000,1474.27986400,1584780299999,9032232.41337892,11714,746.03352100,4571590.78438742,0
1584780300000,6130.55000000,6170.00000000,6085.73000000,6112.51000000,886.27549500,1584781199999,5428605.87526315,7959,431.62642500,2645468.77365438,0
1584781200000,6114.20000000,6135.15000000,6047.00000000,6075.09000000,1031.63987600,1584782099999,6274246.71631243,10078,478.26924200,2909044.13006240,0
1584782100000,6075.24000000,6098.71000000,5923.00000000,5967.47000000,2492.95256900,1584782999999,15002812.24176060,17811,979.71139500,5896233.79557516,0
1584783000000,5967.50000000,6002.10000000,5900.00000000,5959.17000000,2846.29896900,1584783899999,16941380.16753551,21915,1301.77413500,7751143.70468100,0
1584783900000,5959.31000000,6038.99000000,5958.12000000,5976.40000000,1557.07939900,1584784799999,9344400.98610491,14070,735.88862400,4415647.95306955,0
1584784800000,5976.17000000,6010.33000000,5938.78000000,6010.33000000,1192.48875600,1584785699999,7124010.37907442,10788,614.77817900,3673970.23168908,0
1584785700000,6010.32000000,6040.00000000,5966.24000000,6020.00000000,1131.38399000,1584786599999,6791802.49302234,9600,572.94882900,3439856.06149192,0
1584786600000,6018.60000000,6034.00000000,6000.19000000,6021.46000000,674.53751900,1584787499999,4058883.45657441,6583,323.22749300,1945112.95620709,0
1584787500000,6022.32000000,6029.99000000,5953.01000000,5974.53000000,1064.82462500,1584788399999,6366903.99090561,9434,548.73784600,3280551.30703556,0
1584788400000,5974.53000000,5979.17000000,5920.00000000,5944.96000000,1328.61221300,1584789299999,7896070.73193167,10968,605.89249900,3601244.62808261,0
1584789300000,5944.89000000,5988.00000000,5860.02000000,5983.64000000,2452.83920200,1584790199999,14529254.30994094,17834,1128.72172700,6686768.48187626,0
1584790200000,5983.64000000,6025.00000000,5964.00000000,6002.04000000,1394.79914000,1584791099999,8367129.76471038,11516,658.23194800,3947927.89934325,0
1584791100000,6001.60000000,6121.97000000,6000.17000000,6118.72000000,2046.50383400,1584791999999,12412062.35936412,14910,1072.31849300,6504080.56887150,0
1584792000000,6116.58000000,6207.71000000,6089.94000000,6152.87000000,3428.20524100,1584792899999,21130890.62748987,22798,1676.35039000,10332663.04180098,0
1584792900000,6152.88000000,6186.44000000,6113.47000000,6175.86000000,1409.99492900,1584793799999,8678778.12961399,12184,737.07147800,4537050.69386857,0
1584793800000,6174.62000000,6218.01000000,6105.00000000,6129.25000000,1864.66522900,1584794699999,11490260.51807715,13539,889.03339200,5479253.22467221,0
1584794700000,6129.25000000,6166.43000000,6128.19000000,6130.30000000,980.30298100,1584795599999,6027190.21886558,8284,472.15882900,2902965.26027721,0
1584795600000,6130.30000000,6203.37000000,6129.00000000,6150.47000000,1438.14203300,1584796499999,8877351.05457395,10383,723.64901000,4466720.91322065,0
1584796500000,6149.60000000,6264.99000000,6149.60000000,6258.96000000,1992.90610200,1584797399999,12377780.45260613,13707,1173.42606800,7290443.97673005,0
1584797400000,6259.74000000,6275.00000000,6193.02000000,6206.55000000,1497.85611400,1584798299999,9333361.05666687,11632,694.93476000,4331372.45365500,0
1584798300000,6205.90000000,6229.89000000,6142.00000000,6161.20000000,1406.49036300,1584799199999,8692436.25623886,11194,612.12953600,3782960.57817797,0
1584799200000,6162.66000000,6215.00000000,6160.07000000,6196.01000000,953.10826600,1584800099999,5892755.62564376,7931,485.16590800,2999730.66639311,0
1584800100000,6196.01000000,6224.48000000,6130.01000000,6145.74000000,1280.85481600,1584800999999,7906674.13655221,10172,555.68168800,3430547.21771731,0
1584801000000,6143.95000000,6165.38000000,6114.02000000,6148.00000000,1122.19014400,1584801899999,6887050.76446842,9339,551.90653700,3387387.38081615,0
1584801900000,6148.21000000,6182.84000000,6134.48000000,6182.80000000,846.59643900,1584802799999,5213329.79109668,7137,382.39952500,2354867.75719234,0
1584802800000,6182.75000000,6225.00000000,6170.29000000,6190.15000000,1321.16205500,1584803699999,8193166.39836507,10978,657.58569900,4077975.35063450,0
1584803700000,6190.48000000,6218.29000000,6145.45000000,6163.23000000,1103.27178400,1584804599999,6817056.87374282,8864,534.14507900,3301105.11858951,0
1584804600000,6163.16000000,6217.99000000,6150.94000000,6197.57000000,947.75058600,1584805499999,5868686.72148573,7478,561.56069000,3478663.42419957,0
1584805500000,6196.49000000,6242.99000000,6190.00000000,6212.08000000,1252.63842900,1584806399999,7788203.17556781,8990,650.98791900,4047909.08167766,0
1584806400000,6213.48000000,6264.52000000,6151.00000000,6201.00000000,2215.47283700,1584807299999,13743887.37313536,15366,1168.67035600,7257510.55335550,0
1584807300000,6202.07000000,6236.94000000,6137.10000000,6170.65000000,1587.89661900,1584808199999,9811534.27856305,10648,724.96893400,4482331.67800468,0
1584808200000,6168.72000000,6188.02000000,6137.00000000,6158.09000000,851.59639000,1584809099999,5244672.03543306,5887,376.74894200,2320212.04664024,0
1584809100000,6159.46000000,6169.00000000,6113.89000000,6133.75000000,1155.98578800,1584809999999,7098971.05255325,9103,581.04103600,3568020.94856804,0
1584810000000,6133.51000000,6173.68000000,6131.82000000,6148.36000000,885.42798900,1584810899999,5448290.20521510,6587,480.66529900,2957431.25428869,0
1584810900000,6149.84000000,6164.78000000,6130.37000000,6140.49000000,523.02395600,1584811799999,3215374.91315947,4131,312.74218800,1922273.39411679,0
1584811800000,6141.50000000,6167.00000000,6133.12000000,6135.53000000,514.85723900,1584812699999,3166139.64692089,5060,258.19970900,1588195.25179792,0
1584812700000,6135.39000000,6139.83000000,6043.00000000,6066.77000000,1780.66740200,1584813599999,10828156.47605065,12826,835.71029800,5080421.35256132,0
